0,0,Header,1,3,480
1,0,Start_track
1,0,Note_on_c,0,57,65
1,0,Note_on_c,0,58,65
1,0,Note_on_c,0,59,65
1,0,Note_on_c,0,64,65
1,0,Note_on_c,0,65,65
1,0,Note_on_c,0,67,65
1,60,Note_on_c,0,56,65
1,60,Note_off_c,0,58,0
1,60,Note_on_c,0,60,65
1,60,Note_on_c,0,61,65
1,60,Note_on_c,0,63,65
1,60,Note_off_c,0,64,0
1,60,Note_on_c,0,66,65
1,120,Note_off_c,0,56,0
1,120,Note_on_c,0,62,65
1,120,Note_off_c,0,63,0
1,120,Note_on_c,0,64,65
1,120,Note_off_c,0,67,0
1,180,Note_off_c,0,57,0
1,180,Note_off_c,0,59,0
1,180,Note_on_c,0,63,65
1,180,Note_off_c,0,64,0
1,180,Note_off_c,0,66,0
1,180,Note_on_c,0,67,65
1,240,Note_on_c,0,56,65
1,240,Note_on_c,0,58,65
1,240,Note_on_c,0,59,65
1,240,Note_off_c,0,62,0
1,240,Note_off_c,0,63,0
1,240,Note_off_c,0,67,0
1,300,Note_off_c,0,56,0
1,300,Note_on_c,0,57,65
1,300,Note_off_c,0,58,0
1,300,Note_off_c,0,60,0
1,300,Note_off_c,0,61,0
1,300,Note_on_c,0,62,65
1,300,Note_on_c,0,63,65
1,300,Note_on_c,0,64,65
1,300,Note_on_c,0,67,65
1,360,Note_on_c,0,58,65
1,360,Note_off_c,0,59,0
1,360,Note_on_c,0,60,65
1,360,Note_on_c,0,61,65
1,360,Note_off_c,0,64,0
1,360,Note_off_c,0,67,0
1,420,Note_off_c,0,61,0
1,420,Note_off_c,0,63,0
1,420,Note_on_c,0,64,65
1,420,Note_on_c,0,66,65
1,480,Note_on_c,0,59,65
1,480,Note_off_c,0,62,0
1,480,Note_on_c,0,63,65
1,480,Note_off_c,0,64,0
1,480,Note_off_c,0,66,0
1,480,Note_on_c,0,67,65
1,540,Note_on_c,0,56,65
1,540,Note_off_c,0,57,0
1,540,Note_off_c,0,58,0
1,540,Note_on_c,0,61,65
1,540,Note_off_c,0,63,0
1,600,Note_on_c,0,57,65
1,600,Note_off_c,0,59,0
1,600,Note_off_c,0,60,0
1,600,Note_off_c,0,61,0
1,600,Note_on_c,0,62,65
1,600,Note_on_c,0,63,65
1,600,Note_off_c,0,65,0
1,600,Note_on_c,0,66,65
1,660,Note_off_c,0,56,0
1,660,Note_on_c,0,58,65
1,660,Note_on_c,0,59,65
1,660,Note_on_c,0,60,65
1,660,Note_off_c,0,63,0
1,660,Note_on_c,0,64,65
1,660,Note_off_c,0,66,0
1,660,Note_off_c,0,67,0
1,720,Note_off_c,0,59,0
1,720,Note_off_c,0,60,0
1,720,Note_off_c,0,62,0
1,720,Note_off_c,0,64,0
1,720,Note_on_c,0,65,65
1,780,Note_off_c,0,57,0
1,780,Note_off_c,0,58,0
1,780,Note_on_c,0,59,65
1,780,Note_on_c,0,60,65
1,780,Note_on_c,0,61,65
1,780,Note_on_c,0,63,65
1,780,Note_on_c,0,64,65
1,780,Note_off_c,0,65,0
1,780,Note_on_c,0,66,65
1,780,Note_on_c,0,67,65
1,840,Note_on_c,0,56,65
1,840,Note_on_c,0,57,65
1,840,Note_on_c,0,58,65
1,840,Note_off_c,0,60,0
1,840,Note_off_c,0,61,0
1,840,Note_off_c,0,64,0
1,840,Note_off_c,0,66,0
1,840,Note_off_c,0,67,0
1,900,Note_off_c,0,56,0
1,900,Note_off_c,0,57,0
1,900,Note_off_c,0,58,0
1,900,Note_off_c,0,59,0
1,900,Note_on_c,0,61,65
1,900,Note_on_c,0,62,65
1,900,Note_on_c,0,64,65
1,900,Note_on_c,0,65,65
1,900,Note_on_c,0,66,65
1,960,Note_on_c,0,58,65
1,960,Note_on_c,0,59,65
1,960,Note_on_c,0,60,65
1,960,Note_off_c,0,61,0
1,960,Note_off_c,0,62,0
1,960,Note_off_c,0,64,0
1,960,Note_off_c,0,65,0
1,960,Note_off_c,0,66,0
1,960,Note_on_c,0,67,65
1,1020,Note_off_c,0,58,0
1,1020,Note_off_c,0,60,0
1,1020,Note_on_c,0,62,65
1,1020,Note_on_c,0,66,65
1,1020,Note_off_c,0,67,0
1,1080,Note_on_c,0,57,65
1,1080,Note_on_c,0,58,65
1,1080,Note_off_c,0,59,0
1,1080,Note_off_c,0,62,0
1,1080,Note_on_c,0,65,65
1,1080,Note_on_c,0,67,65
1,1140,Note_on_c,0,56,65
1,1140,Note_off_c,0,57,0
1,1140,Note_on_c,0,59,65
1,1140,Note_on_c,0,60,65
1,1140,Note_on_c,0,61,65
1,1140,Note_on_c,0,64,65
1,1140,Note_off_c,0,66,0
1,1140,Note_off_c,0,67,0
1,1200,Note_off_c,0,56,0
1,1200,Note_on_c,0,57,65
1,1200,Note_off_c,0,58,0
1,1200,Note_off_c,0,59,0
1,1200,Note_off_c,0,61,0
1,1200,Note_on_c,0,62,65
1,1200,Note_off_c,0,63,0
